age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,target
59,blue-collar,married,1,748,no,no,184,1,-1,0,no
29,management,single,3,3357,no,no,120,3,-1,0,no
30,admin.,single,2,3809,yes,no,159,4,-1,0,no
52,admin.,married,2,395,yes,no,391,3,-1,0,no
55,blue-collar,married,2,1011,yes,no,112,2,-1,0,no
56,blue-collar,married,1,420,yes,no,76,1,-1,0,no
32,admin.,married,2,76,yes,no,189,2,-1,0,no
24,blue-collar,married,2,0,no,no,94,1,-1,0,no
51,blue-collar,married,1,844,yes,no,184,3,-1,0,no
36,management,married,3,1318,yes,no,100,2,-1,0,no
36,technician,married,3,167,yes,no,57,1,-1,0,no
42,management,married,3,2187,yes,no,525,3,-1,0,yes
49,admin.,married,2,14440,yes,no,60,1,-1,0,no
48,management,married,2,2294,yes,no,251,11,-1,0,no
36,management,married,2,80,yes,no,251,3,-1,0,no
48,management,married,1,2537,no,no,219,6,-1,0,no
30,technician,married,3,569,no,no,976,12,-1,0,yes
27,management,single,3,0,no,yes,46,1,-1,0,no
38,entrepreneur,married,3,0,yes,no,185,3,-1,0,no
36,technician,single,2,12,no,no,587,2,-1,0,yes
45,technician,married,2,49,no,no,65,2,-1,0,no
44,housemaid,married,3,460,no,no,491,1,-1,0,no
42,technician,married,2,613,yes,no,432,2,-1,0,no
37,entrepreneur,married,3,7944,no,no,102,1,-1,0,no
48,blue-collar,married,2,1143,yes,no,264,1,317,1,no
57,retired,married,1,-464,yes,no,75,1,190,6,no
44,services,married,2,1989,yes,yes,106,2,-1,0,no
48,technician,married,2,17,yes,yes,81,1,-1,0,no
56,retired,married,1,-1,no,no,89,23,-1,0,no
37,management,married,3,1698,yes,no,95,2,-1,0,no
47,blue-collar,married,2,5306,yes,no,322,1,-1,0,no
51,retired,divorced,2,1679,no,no,417,1,365,9,yes
47,admin.,married,2,3676,no,no,567,1,95,3,yes
25,management,married,3,-242,yes,yes,600,4,332,4,yes
39,services,single,2,471,no,no,5,1,-1,0,no
40,management,married,3,8902,yes,no,464,5,-1,0,no
38,management,single,3,1704,no,no,222,1,-1,0,no
34,management,married,3,3050,yes,no,469,1,-1,0,yes
53,housemaid,married,1,2581,no,no,99,1,-1,0,no
32,services,married,2,162,yes,no,297,2,-1,0,no
35,blue-collar,married,2,243,yes,no,41,3,-1,0,no
24,student,single,2,1847,no,no,390,1,-1,0,no
58,blue-collar,married,1,0,yes,no,535,2,-1,0,no
49,management,married,1,3371,no,no,269,2,-1,0,yes
45,services,single,2,1757,yes,no,1010,3,326,1,no
55,management,married,3,171,yes,no,73,6,-1,0,no
42,entrepreneur,married,3,157,yes,yes,650,1,-1,0,no
28,admin.,married,2,934,yes,no,53,2,-1,0,no
48,blue-collar,married,2,-19,no,yes,270,1,-1,0,no
51,management,single,3,-55,yes,no,119,6,-1,0,no
38,housemaid,married,1,21,no,no,634,2,-1,0,no
27,blue-collar,single,2,14,no,no,72,2,-1,0,no
50,technician,single,2,246,yes,no,270,1,123,2,no
44,blue-collar,married,1,887,yes,no,165,2,363,1,no
40,management,married,3,51,no,no,164,2,-1,0,no
29,services,single,2,-287,yes,no,196,1,-1,0,no
34,services,married,2,0,yes,no,78,4,-1,0,no
44,self-employed,single,3,2734,yes,no,897,4,-1,0,yes
50,entrepreneur,married,3,52,no,no,22,8,-1,0,no
34,management,married,3,2594,yes,no,161,3,-1,0,no
54,retired,divorced,1,22,no,no,23,4,-1,0,no
34,technician,married,3,1611,yes,no,490,2,-1,0,no
34,admin.,single,3,18,yes,yes,359,1,-1,0,yes
52,blue-collar,married,1,1331,yes,no,213,2,-1,0,no
39,management,single,2,835,yes,no,587,4,-1,0,no
58,retired,married,1,5092,no,no,199,6,-1,0,no
41,technician,divorced,2,52,no,no,261,2,-1,0,no
48,technician,married,2,10655,no,no,5,3,-1,0,no
58,management,married,3,1831,no,no,1531,1,-1,0,no
40,self-employed,married,1,92,yes,no,92,1,-1,0,no
48,management,married,3,586,yes,yes,179,2,-1,0,no
52,blue-collar,divorced,1,1758,yes,no,41,1,-1,0,no
50,self-employed,married,2,2061,yes,yes,197,2,244,3,no
25,technician,single,2,959,no,no,144,5,-1,0,no
54,retired,married,1,208,no,no,255,1,-1,0,no
34,services,married,2,-315,yes,no,56,2,-1,0,no
48,management,married,3,-13,yes,no,20,6,291,2,no
37,admin.,married,3,801,no,no,331,7,-1,0,no
66,retired,married,3,1948,no,no,216,1,91,4,yes
32,management,single,3,751,yes,no,64,1,-1,0,no
45,blue-collar,married,2,784,yes,yes,34,1,-1,0,no
43,blue-collar,single,2,24,no,no,68,1,363,1,no
41,management,married,3,72,yes,no,764,3,-1,0,no
40,technician,divorced,3,1871,yes,no,64,1,-1,0,no
44,services,single,2,1378,yes,no,257,2,-1,0,no
43,blue-collar,married,1,188,yes,no,58,3,347,5,no
30,unknown,single,3,6836,no,no,30,3,-1,0,no
32,services,married,2,61,yes,no,529,5,-1,0,no
57,admin.,married,2,-967,yes,no,8,7,-1,0,no
31,blue-collar,single,3,462,yes,yes,147,1,-1,0,no
49,unknown,married,2,0,no,no,173,2,-1,0,no
31,admin.,single,2,5527,yes,no,132,1,-1,0,no
41,admin.,married,3,1287,no,no,286,1,-1,0,no
44,management,married,3,17361,no,no,476,1,-1,0,no
37,blue-collar,divorced,2,0,yes,no,146,4,-1,0,yes
34,management,married,2,-294,yes,no,532,2,-1,0,no
43,technician,married,2,275,no,no,69,6,-1,0,no
44,management,married,3,724,yes,no,157,2,172,1,no
44,services,married,2,27,no,no,485,1,-1,0,no
53,admin.,divorced,2,26,yes,no,56,1,359,1,no
36,technician,married,2,191,no,no,69,1,-1,0,no
58,technician,divorced,2,-123,no,no,131,2,-1,0,no
26,student,single,2,-147,no,no,95,2,-1,0,no
34,technician,single,2,179,no,no,294,3,-1,0,no
55,blue-collar,married,1,1086,yes,no,146,1,272,2,no
55,blue-collar,married,2,471,yes,no,58,2,-1,0,no
34,entrepreneur,married,3,105,yes,no,249,2,-1,0,no
41,entrepreneur,divorced,2,1588,yes,yes,10,8,-1,0,no
38,housemaid,divorced,2,70,no,no,255,3,148,1,yes
28,blue-collar,single,2,2700,no,no,337,4,-1,0,no
41,technician,married,2,1602,yes,no,142,1,-1,0,no
30,admin.,married,3,0,yes,no,209,2,-1,0,no
41,admin.,married,2,21515,yes,no,87,1,-1,0,no
36,technician,married,2,5902,yes,no,219,4,-1,0,no
37,management,married,3,547,yes,yes,143,1,-1,0,no
59,self-employed,married,3,3800,no,yes,70,1,-1,0,no
26,technician,single,2,261,yes,no,371,2,-1,0,no
43,technician,married,2,0,yes,yes,539,8,204,5,no
42,management,married,2,-34,no,no,176,1,-1,0,no
31,admin.,married,2,5,yes,yes,101,7,-1,0,no
43,unemployed,married,2,3529,no,no,169,2,-1,0,no
48,blue-collar,single,3,2330,yes,no,15,1,-1,0,no
41,blue-collar,married,2,1334,yes,no,234,5,-1,0,no
32,self-employed,married,3,3601,no,no,171,15,-1,0,no
45,technician,married,3,265,no,no,14,3,-1,0,no
37,self-employed,married,2,487,no,yes,155,15,-1,0,no
38,blue-collar,divorced,2,0,yes,no,580,1,173,1,no
36,services,single,2,174,yes,no,223,2,-1,0,no
58,retired,married,2,14412,no,no,297,1,-1,0,no
37,management,married,3,3288,no,no,124,2,-1,0,no
30,technician,single,2,57,no,no,465,2,-1,0,no
47,technician,married,2,2246,yes,no,330,1,-1,0,no
40,technician,married,2,4441,yes,no,153,2,183,2,no
42,management,divorced,3,0,no,no,131,2,-1,0,no
71,unknown,married,3,353,no,no,208,1,93,2,no
54,blue-collar,married,2,448,yes,yes,98,1,-1,0,no
53,entrepreneur,married,1,27,yes,no,230,3,-1,0,yes
33,blue-collar,divorced,2,474,no,no,400,2,-1,0,no
30,technician,single,3,1185,yes,no,284,1,339,1,no
39,services,divorced,2,282,yes,no,243,1,-1,0,no
32,blue-collar,married,2,2,yes,no,16,9,309,1,no
34,technician,single,2,60,no,no,274,2,-1,0,no
39,self-employed,single,3,3972,no,no,122,3,-1,0,no
75,retired,married,2,26452,no,no,219,2,-1,0,no
33,admin.,divorced,2,818,yes,yes,301,3,-1,0,no
40,services,married,2,9374,yes,no,7,8,185,1,no
69,retired,married,1,279,no,no,26,1,-1,0,no
52,unemployed,married,1,20,yes,no,172,1,-1,0,no
31,admin.,divorced,2,360,no,no,332,1,297,2,no
28,technician,single,2,1532,no,no,253,1,107,5,no
29,management,single,3,1673,no,no,200,2,159,3,no
46,services,married,2,2420,no,no,405,2,-1,0,no
28,blue-collar,married,2,100,yes,yes,132,2,-1,0,no
41,admin.,married,2,0,no,no,89,1,-1,0,no
42,technician,divorced,2,1533,no,yes,86,1,-1,0,no
34,admin.,single,2,296,no,no,147,4,-1,0,no
28,blue-collar,married,2,2788,yes,no,369,2,-1,0,yes
43,management,single,2,109,yes,no,64,3,-1,0,no
32,technician,married,2,485,no,no,98,14,-1,0,no
33,technician,single,3,125,no,no,66,2,-1,0,no
70,retired,married,2,616,no,no,149,2,182,1,no
36,services,married,2,3064,yes,no,240,3,107,4,no
53,technician,married,2,206,no,no,87,6,-1,0,no
30,blue-collar,single,2,6900,no,no,816,1,-1,0,no
45,services,divorced,2,-179,no,no,155,2,-1,0,no
31,services,single,2,481,yes,no,106,2,183,2,no
28,admin.,married,2,12,yes,no,73,3,256,3,no
45,blue-collar,married,1,0,no,no,574,5,-1,0,no
51,management,married,3,176,yes,yes,8,1,687,2,no
53,management,married,1,4086,no,no,14,3,-1,0,no
40,technician,married,2,257,yes,no,731,4,-1,0,no
53,blue-collar,married,1,53,yes,no,208,1,140,1,no
31,blue-collar,divorced,2,6,yes,no,821,1,-1,0,no
30,management,married,3,562,no,no,137,4,-1,0,no
53,entrepreneur,married,2,-118,yes,no,101,3,-1,0,no
40,blue-collar,married,1,2805,yes,no,173,6,353,23,no
26,management,single,2,565,yes,no,582,11,-1,0,no
47,blue-collar,married,2,0,yes,no,676,1,-1,0,no
51,management,married,3,1612,no,no,384,1,182,5,no
45,unemployed,married,1,180,yes,yes,62,2,-1,0,no
35,management,married,3,0,yes,no,295,3,-1,0,no
36,management,single,3,876,yes,no,241,2,-1,0,no
57,admin.,married,2,2137,no,no,132,7,-1,0,no
42,blue-collar,married,1,260,yes,no,175,2,-1,0,no
32,blue-collar,married,2,-53,yes,no,648,1,272,1,yes
30,management,married,3,944,no,no,251,2,-1,0,yes
36,technician,married,2,2394,no,no,184,2,-1,0,no
43,technician,married,2,297,yes,no,119,3,-1,0,no
69,retired,single,3,2144,no,no,417,1,184,4,yes
31,technician,single,3,969,no,no,95,1,-1,0,no
35,technician,married,2,0,no,no,125,2,-1,0,no
26,entrepreneur,married,3,37,yes,yes,207,1,363,2,no
46,technician,married,2,410,no,yes,162,5,-1,0,no
30,technician,married,2,1211,yes,no,176,1,-1,0,no
33,management,single,3,71,no,no,107,6,-1,0,no
34,management,married,3,436,yes,no,28,1,345,1,no
48,blue-collar,married,1,559,yes,no,1231,2,-1,0,no
31,management,married,3,1170,no,no,200,4,-1,0,no
46,management,divorced,3,25,no,no,103,2,-1,0,no
40,services,married,2,1325,no,no,150,2,-1,0,no
39,entrepreneur,married,2,0,no,no,108,7,-1,0,no
33,technician,single,2,647,yes,yes,124,1,273,1,no
50,blue-collar,married,1,2142,yes,no,309,2,224,1,no
84,retired,divorced,1,639,no,no,353,3,-1,0,yes
40,blue-collar,married,1,177,yes,yes,742,4,-1,0,no
55,management,married,3,236,no,no,200,1,-1,0,no
40,services,divorced,2,1959,yes,no,177,1,-1,0,no
46,admin.,married,1,96,no,no,151,2,-1,0,no
43,self-employed,single,3,0,no,no,147,1,-1,0,no
34,blue-collar,married,2,250,yes,no,193,6,-1,0,no
35,technician,single,2,126,no,no,112,2,-1,0,no
25,student,single,2,8,no,no,107,2,-1,0,yes
32,self-employed,married,3,189,yes,no,106,2,-1,0,no
52,retired,single,2,316,no,no,463,3,-1,0,no
31,self-employed,single,3,-282,yes,no,131,3,-1,0,no
34,management,married,3,-308,yes,no,140,2,-1,0,no
42,technician,divorced,2,248,no,no,163,4,-1,0,no
47,blue-collar,divorced,1,126,yes,no,2456,2,-1,0,yes
50,self-employed,divorced,3,13,yes,no,76,1,-1,0,yes
30,technician,married,2,-393,yes,yes,435,1,-1,0,yes
33,services,single,2,358,yes,no,302,1,356,3,no
56,technician,single,3,917,no,no,306,1,-1,0,no
34,admin.,divorced,2,1268,yes,no,259,3,-1,0,no
33,technician,married,2,-163,yes,yes,502,2,-1,0,no
32,management,single,3,473,yes,no,72,2,361,1,no
34,management,married,3,4831,yes,no,265,1,-1,0,no
37,technician,married,2,1063,yes,no,413,2,-1,0,no
30,management,married,2,0,yes,no,756,3,-1,0,no
29,blue-collar,married,2,424,yes,yes,241,2,-1,0,no
56,unemployed,divorced,1,802,no,no,258,2,-1,0,no
31,management,married,3,430,yes,no,137,16,-1,0,no
36,housemaid,married,2,2880,no,no,283,1,-1,0,no
51,blue-collar,divorced,2,1069,yes,no,247,2,-1,0,no
54,self-employed,divorced,1,4382,yes,no,193,4,-1,0,no
37,management,married,3,0,no,no,129,4,107,2,no
32,technician,married,3,3939,no,no,209,2,-1,0,no
42,self-employed,married,3,753,no,no,31,1,-1,0,no
29,blue-collar,married,2,358,no,no,88,5,-1,0,no
52,blue-collar,married,1,1141,yes,no,22,5,-1,0,no
40,technician,married,2,1259,no,no,234,5,-1,0,no
30,services,married,2,227,no,yes,23,1,-1,0,no
55,entrepreneur,divorced,2,538,yes,no,353,2,-1,0,yes
49,management,married,3,92,yes,no,221,2,-1,0,no
33,technician,married,3,8023,no,no,196,1,87,4,no
32,services,single,2,2478,no,yes,395,1,-1,0,no
21,student,single,2,6844,no,no,126,3,127,7,no
42,technician,married,2,440,yes,no,13,5,-1,0,no
56,self-employed,married,2,800,no,yes,170,1,-1,0,no
39,unknown,single,2,914,no,no,20,1,-1,0,no
30,entrepreneur,single,2,638,no,no,358,6,-1,0,no
55,retired,married,2,159,no,no,159,1,-1,0,no
43,blue-collar,married,1,483,yes,no,225,3,-1,0,no
53,unemployed,married,2,94,no,no,493,1,181,14,yes
57,retired,married,2,1044,no,no,585,1,192,2,yes
56,technician,divorced,3,401,yes,no,26,1,-1,0,no
38,blue-collar,married,1,506,yes,yes,122,1,-1,0,no
59,management,married,3,1881,no,no,456,2,-1,0,no
46,blue-collar,married,1,0,yes,no,51,9,-1,0,no
31,admin.,married,2,3,yes,no,37,12,-1,0,no
35,services,divorced,2,221,yes,no,150,1,360,1,no
50,self-employed,married,2,36,no,no,104,10,-1,0,no
42,blue-collar,married,1,969,yes,no,721,1,-1,0,no
36,services,single,2,760,no,no,9,13,-1,0,no
25,admin.,single,3,220,no,no,68,1,-1,0,no
42,management,single,3,10907,no,no,74,3,-1,0,no
27,student,single,3,-148,yes,no,146,3,224,1,no
32,blue-collar,married,1,415,yes,no,777,4,-1,0,yes
57,management,married,3,1341,yes,no,339,2,-1,0,no
48,blue-collar,married,2,865,yes,no,78,2,-1,0,no
34,blue-collar,divorced,2,-566,yes,no,248,2,-1,0,no
33,services,married,2,210,yes,yes,201,1,-1,0,no
26,technician,single,2,1275,yes,no,18,9,-1,0,no
50,blue-collar,married,2,579,no,no,83,4,-1,0,no
60,technician,single,3,2934,no,no,233,2,-1,0,no
47,management,married,3,6637,yes,no,174,2,-1,0,no
31,management,married,3,271,no,no,89,1,-1,0,no
52,technician,married,3,0,no,no,145,3,94,4,no
36,services,married,2,472,yes,no,1017,1,-1,0,no
43,blue-collar,married,1,487,yes,no,548,2,-1,0,no
30,technician,single,3,699,yes,no,213,4,-1,0,no
32,blue-collar,married,2,150,no,no,210,1,-1,0,no
31,management,single,3,1130,yes,no,224,3,74,4,no
29,management,single,2,584,yes,no,541,19,-1,0,no
48,services,divorced,2,3186,no,yes,104,1,-1,0,no
32,services,single,2,133,no,no,171,1,-1,0,yes
30,housemaid,single,3,868,no,no,387,2,-1,0,no
48,blue-collar,married,2,480,yes,no,830,1,352,2,yes
34,management,married,3,606,no,no,97,1,-1,0,yes
35,blue-collar,married,2,603,yes,no,474,2,-1,0,no
49,management,single,1,548,no,no,115,6,-1,0,no
36,unemployed,married,2,-872,yes,yes,153,1,183,1,no
37,blue-collar,divorced,2,33,yes,no,106,2,167,1,no
37,management,married,3,1689,yes,no,645,2,-1,0,no
49,blue-collar,married,1,902,no,no,210,2,-1,0,no
44,services,divorced,2,0,yes,yes,97,1,-1,0,no
40,student,married,2,260,no,no,52,1,152,6,no
57,technician,married,2,589,yes,no,223,1,76,4,no
39,technician,married,2,626,yes,no,126,2,-1,0,no
38,services,married,2,0,no,yes,1473,6,-1,0,no
51,blue-collar,divorced,2,78,yes,no,723,2,-1,0,no
27,blue-collar,single,2,3792,no,no,279,2,-1,0,yes
38,blue-collar,single,3,14058,no,no,293,20,-1,0,no
30,technician,single,2,-522,yes,yes,670,2,286,6,yes
37,unemployed,married,2,1978,no,no,404,1,182,1,yes
53,admin.,married,2,459,no,no,317,6,192,1,no
38,unemployed,married,3,2812,yes,no,830,1,-1,0,yes
48,management,married,3,5057,no,yes,37,1,-1,0,no
26,housemaid,married,2,-759,yes,no,191,1,-1,0,no
33,blue-collar,single,2,-416,yes,no,767,2,-1,0,yes
45,management,divorced,3,220,yes,no,89,4,-1,0,no
32,blue-collar,divorced,2,0,yes,no,746,2,-1,0,no
37,blue-collar,married,2,395,yes,no,219,2,-1,0,no
45,blue-collar,divorced,1,0,yes,no,211,2,-1,0,no
36,blue-collar,married,2,-206,yes,no,177,2,-1,0,no
62,self-employed,divorced,3,6,yes,no,216,1,183,4,yes
37,management,married,3,4039,no,yes,106,2,-1,0,no
39,services,divorced,2,687,yes,no,869,1,-1,0,yes
38,technician,single,2,-242,yes,no,1173,3,278,6,yes
31,management,married,3,582,yes,no,58,2,-1,0,no
58,blue-collar,divorced,1,8218,yes,no,124,10,-1,0,no
44,management,single,3,1424,yes,no,201,2,-1,0,no
31,blue-collar,married,2,92,yes,no,688,1,-1,0,yes
33,technician,single,2,2085,no,no,501,2,-1,0,yes
36,technician,single,3,197,no,no,260,1,-1,0,yes
31,technician,single,2,2305,no,no,139,1,-1,0,no
45,admin.,married,2,-547,yes,no,214,2,-1,0,no
30,technician,single,3,411,no,no,142,1,-1,0,no
34,blue-collar,married,2,584,yes,no,154,2,-1,0,no
34,management,married,3,997,yes,yes,81,1,-1,0,no
39,admin.,divorced,2,83,yes,no,69,6,-1,0,no
41,management,married,3,6563,no,no,136,8,-1,0,no
32,services,single,2,0,yes,no,99,13,-1,0,no
32,management,single,3,0,no,no,9,6,-1,0,no
36,blue-collar,married,1,398,yes,no,278,1,-1,0,no
35,admin.,married,3,1145,yes,no,82,2,-1,0,no
32,management,single,3,2,yes,no,100,2,-1,0,yes
33,management,single,3,201,yes,no,171,1,183,1,no
49,entrepreneur,married,1,563,no,no,84,1,-1,0,no
35,management,married,3,3161,no,no,433,2,-1,0,no
31,technician,married,2,0,no,yes,624,6,-1,0,no
42,management,married,2,1331,no,no,698,2,-1,0,no
34,housemaid,married,1,2929,no,no,518,2,-1,0,yes
32,services,married,2,-220,yes,yes,123,2,-1,0,no
29,management,single,3,5980,yes,no,317,1,-1,0,no
32,services,single,2,48,yes,no,8,3,-1,0,no
58,retired,married,2,3382,no,yes,294,2,309,2,no
59,technician,married,2,2308,no,no,815,1,87,1,yes
25,student,married,3,10,yes,no,857,4,-1,0,yes
57,services,married,2,162,yes,no,174,1,-1,0,no
30,blue-collar,single,2,1073,yes,no,1130,4,-1,0,no
26,services,single,2,1700,yes,no,13,5,-1,0,no
50,services,single,1,148,yes,no,198,2,-1,0,no
39,services,married,2,0,yes,no,503,1,-1,0,no
45,blue-collar,married,1,185,yes,no,249,3,-1,0,no
37,management,divorced,3,896,no,yes,343,2,-1,0,no
47,blue-collar,divorced,1,1279,yes,no,479,2,-1,0,no
50,technician,married,3,199,yes,yes,116,2,253,1,no
40,management,married,2,99,no,no,15,5,-1,0,no
35,blue-collar,married,1,378,yes,no,427,3,-1,0,no
53,management,married,3,15,no,no,921,2,-1,0,yes
35,admin.,married,2,147,yes,yes,41,1,184,7,no
54,technician,married,2,2225,no,yes,73,2,-1,0,no
35,admin.,single,2,1810,yes,no,65,2,-1,0,no
46,technician,divorced,2,435,yes,no,192,3,-1,0,no
52,management,married,2,335,no,no,411,1,182,1,yes
34,admin.,divorced,2,-251,no,no,641,1,-1,0,yes
46,services,divorced,2,5,yes,yes,305,2,-1,0,no
54,self-employed,married,2,641,yes,no,472,1,148,2,no
37,admin.,married,3,0,yes,no,115,1,-1,0,no
39,admin.,married,3,722,no,no,141,1,-1,0,no
50,technician,married,3,3337,yes,yes,24,14,-1,0,no
44,technician,divorced,2,0,no,no,264,5,-1,0,no
56,admin.,married,2,1504,yes,no,66,2,-1,0,no
40,services,married,3,35,no,no,318,4,317,3,no
36,services,married,2,895,yes,yes,622,1,-1,0,no
33,management,married,3,752,yes,no,104,4,-1,0,no
33,blue-collar,single,2,1925,yes,no,76,2,-1,0,no
42,services,married,2,-246,yes,no,149,1,-1,0,no
30,self-employed,single,3,901,yes,yes,601,1,-1,0,no
33,admin.,single,2,894,no,no,509,2,-1,0,no
26,blue-collar,single,2,592,yes,yes,174,1,-1,0,no
26,admin.,single,2,3529,no,yes,57,2,-1,0,no
37,services,married,2,0,yes,yes,187,2,-1,0,no
59,retired,married,1,0,no,no,493,2,-1,0,yes
49,blue-collar,married,1,371,yes,no,18,44,-1,0,no
33,blue-collar,single,1,1,yes,no,257,1,-1,0,no
46,technician,single,2,834,yes,no,196,2,-1,0,no
55,entrepreneur,married,1,298,yes,no,144,3,-1,0,no
49,services,married,3,306,yes,no,285,7,-1,0,no
51,technician,married,2,143,yes,no,627,1,-1,0,no
27,admin.,married,2,186,yes,no,136,2,-1,0,no
44,technician,married,2,5597,no,no,27,3,-1,0,no
40,services,single,2,1547,yes,no,88,2,173,1,no
36,management,married,3,1852,no,no,362,1,-1,0,no
46,admin.,single,2,1790,yes,no,214,5,-1,0,no
30,services,single,2,20,yes,no,404,6,340,1,no
35,admin.,married,2,8652,yes,no,103,6,-1,0,no
31,technician,single,2,1626,no,no,356,2,286,3,no
37,admin.,married,2,749,no,no,219,1,-1,0,no
27,services,single,2,-1,no,no,60,2,-1,0,no
32,blue-collar,married,2,-32,yes,no,145,1,-1,0,no
70,retired,divorced,2,6850,no,no,252,3,183,1,no
22,technician,single,2,333,no,yes,129,1,-1,0,no
58,blue-collar,married,2,-27,no,yes,77,13,-1,0,no
33,blue-collar,married,2,932,yes,no,226,1,-1,0,no
83,retired,divorced,1,0,no,no,664,1,77,3,no
50,management,divorced,3,100,yes,yes,157,1,299,3,no
53,blue-collar,married,2,-626,yes,no,205,1,-1,0,no
37,management,single,3,9,no,no,484,2,-1,0,no
55,services,divorced,1,653,no,no,800,1,-1,0,no
49,admin.,married,2,3608,yes,no,231,1,-1,0,yes
41,blue-collar,married,1,293,yes,yes,102,1,-1,0,no
40,management,single,3,36,yes,no,240,3,-1,0,no
48,management,married,3,263,yes,no,350,2,-1,0,no
27,student,single,2,8366,no,no,458,2,349,1,no
30,management,single,3,2186,yes,no,366,1,-1,0,no
37,entrepreneur,single,2,20453,yes,no,115,1,-1,0,no
37,services,single,2,105,no,yes,260,4,-1,0,no
40,blue-collar,married,2,440,yes,no,327,2,-1,0,no
50,management,married,3,19447,yes,yes,166,1,-1,0,no
53,blue-collar,married,1,225,no,no,171,7,-1,0,no
47,blue-collar,married,2,2548,yes,no,577,1,368,1,no
33,technician,divorced,2,0,no,no,224,8,-1,0,no
51,blue-collar,married,1,40,yes,no,79,1,370,1,no
42,housemaid,divorced,3,364,no,no,52,1,-1,0,no
34,technician,single,2,174,no,no,259,4,-1,0,no
44,technician,married,2,10888,yes,no,163,1,-1,0,no
32,admin.,married,2,0,yes,yes,159,2,195,2,no
60,retired,married,3,225,no,no,54,2,-1,0,no
60,retired,divorced,3,2131,no,no,421,6,-1,0,no
29,blue-collar,single,2,-20,no,yes,574,1,-1,0,yes
39,management,single,2,36,no,no,70,2,-1,0,no
47,blue-collar,married,1,2642,no,no,310,2,-1,0,no
30,admin.,married,3,400,yes,no,223,1,-1,0,no
31,technician,single,3,1214,no,no,39,1,-1,0,no
